_unit_id,gender,created,description,fav_number,name,retweet_count,text,tweet_count,tweet_created,tweet_id,tweet_location,user_timezone
1917,female,,"Passionate about culture, coffee, and the arts. Exploring life one adventure at a time. Book lover and travel enthusiast. Sharing thoughts on creativity and",,@UrbanScribe87,,Exploring new horizons while appreciating the beauty in the ordinary. Life is all about the little moments that inspire us to keep moving forward.,,,,"Frankfurt, Germany",
1918,male,,Adventure seeker | Coffee enthusiast | Always exploring the great outdoors | Tech lover | Sharing my journey one tweet at a time,,@SunnyVibesSD,,"Just finished a great hike and wow, the views were amazing! Nature never ceases to inspire. What's your favorite outdoor spot? #stayactive #naturelover",,,,"San Diego, USA",
1919,brand,,Crafting unique experiences with a touch of creativity. Passionate about innovation and community. Join us on our journey to inspire and connect. #Creativity,,@BristolVibe,,"At our core, we believe in the power of creativity and community. Together, we can inspire change and make a difference. Join us on this journey to explore new ideas and redefine possibilities. Let's innovate together! #Inspiration #Innovation",,,,"Bristol, UK",
1920,brand,,"Crafting bold experiences and unforgettable moments. Passionate about innovation, creativity, and community. Join us on a journey to inspire and connect. #Create",,@UrbanPulseHQ,,Discover the perfect blend of style and comfort with our latest collection. Elevate your everyday look and embrace your unique vibe. Shop now and stand out like never before!,,,,"Houston, USA",
1921,male,,"Adventure seeker | Coffee enthusiast | Music lover | Exploring the world one day at a time | Sharing thoughts on life, travel, and everything in between",,@AussieVibes88,,Just finished a long week and finally have some free time. What’s everyone recommending for weekend adventures? Need some fresh ideas!,,,,"Adelaide, Australia",
1922,male,,"Passionate about tech, coffee enthusiast, and exploring the arts. Always seeking the next adventure and sharing thoughts on life, culture, and innovation. Let's",,@UrbanNomad88,,Embracing new experiences can turn strangers into friends and pave the way for unexpected adventures. What will you try today?,,,,"Berlin, Germany",
1923,female,,Lover of ramen and cherry blossoms. Exploring the beauty of everyday life through art and words. Always seeking new adventures and stories to share.,,@SakuraWhisperer,,Exploring new local cafés today. There’s something magical about sipping coffee in cozy spaces with good vibes. Changing up my routine can bring fresh inspiration! #CoffeeLover #NewExperiences,,,,"Osaka, Japan",
1924,brand,,"Crafting innovative solutions with a blend of tradition and modernity. Passionate about quality, design, and sustainability. Join us on our journey to inspire",,@ZenithPearl,,Discover innovation and style with our latest collection. Where cutting-edge design meets quality craftsmanship. Experience the difference today! #Innovation #Design #Quality,,,,"Guangzhou, China",
1925,female,,Passionate about exploring the intersection of culture and technology. Avid reader and coffee enthusiast. Always seeking inspiration in everyday life. #Creativity #Innovation,,@NeonPetalDreams,,"Just had the perfect cozy afternoon with a book and a cup of my favorite tea. Sometimes, the simplest moments bring the most joy! #SelfCare #MomentsofJoy",,,,"Tokyo, Japan",
1926,male,,Coffee enthusiast | Book lover | Exploring life one adventure at a time | Always up for a chat about music and travel | Sharing thoughts and moments,,@BristolVibeHunter,,Just had a great chat about how nature has a unique way of reminding us to slow down and appreciate the little things. When's the last time you took a moment to breathe?,,,,"Bristol, UK",
1927,brand,,Crafting unique experiences and innovative designs. Passionate about creativity and community. Join us on our journey. #Inspiration #Creativity,,@MancVibes,,We're all about connections that spark inspiration and creativity. Join us on this journey of innovation and let's build something amazing together! #CreateWhatMatters #InnovationJourney,,,,"Manchester, UK",
1928,female,,"Coffee lover | Bookworm | Exploring the city one corner at a time | Passionate about art, culture, and all things creative | Living life with",,@UrbanDreamer_Chi,,Embracing the beauty of change today. Anytime is a great time to step outside your comfort zone and discover something new. Let's do this!,,,,"Chicago, USA",
1929,brand,,"Vibrant brand celebrating culture, creativity, and connection. Inspiring moments through unique experiences and bold designs. Join the journey!",,@VibrantRioPulse,,Discover the rhythm of innovation and passion. Elevate your style with us and embrace the vibrant journey ahead. #StayInspired #BeAuthentic,,,,"Rio de Janeiro, Brazil",
1930,brand,,"Innovative brand creating solutions for a brighter future. Passionate about technology, community, and sustainability. Join us on our journey!",,@SiliconSparkle,,"Excited to unveil our latest collection! Combining innovation and style, designed to elevate your everyday experience. Stay tuned for release details and get ready to redefine your wardrobe.",,,,"San Jose, USA",
1931,male,,"Passionate about football, music, and good banter. Avid reader and coffee lover. Exploring life one adventure at a time. Always up for",,LiverWanderer93,,Just finished a great weekend trying out new cafes and exploring hidden gems in the city. Always surprised by how much there is to discover right on your doorstep! #loveyourcity #explorelocal,,,,"Liverpool, UK",
1932,male,,"Adventure seeker, coffee enthusiast, and lover of great stories. Exploring the world one experience at a time. Always up for a good debate and a new",,NordicVoyager93,,Just finished a great read that completely shifted my perspective. There’s so much to learn from other people's stories. What's on your reading list? #bookrecommendations,,,,"Oslo, Norway",
1933,female,,"Dreamer, storyteller, and coffee enthusiast. Exploring life one page at a time. Lover of art, culture, and the little moments that inspire.",,@NordicWhispers,,Chasing winter wonders as the first snow blankets the city. There's something magical about this quiet transformation. #StPetersburg #WinterVibes,,,,"Saint Petersburg, Russia",
1934,male,,"Passionate about art, history, and good food. Exploring the world one city at a time. Coffee enthusiast and vintage book lover. Always seeking inspiration",,@EternalVagabond,,Exploring the hidden gems of this ancient city today. There's always a new story waiting to be discovered around every corner. #AdventureAwaits,,,,"Rome, Italy",
1935,male,,"Explorer of cultures, lover of stories, coffee enthusiast, and tech aficionado. Always seeking the next adventure and a good book. Sharing thoughts on life",,@BosphorusVibes,,A day without learning something new is a day wasted. Challenge yourself to explore new ideas and perspectives today.,,,,"Istanbul, Turkey",
1936,female,,"Coffee lover, bookworm, and adventure seeker. Passionate about sustainability and making a difference. Always up for a good chat about culture and travel.",,@BristolVibes91,,Just had the most inspiring conversation about sustainability and community impact. Small changes can lead to big transformations! Let's keep pushing for a better future. #GoodVibes #Inspiration,,,,"Bristol, UK",
1937,female,,"Passionate about art, culture, and exploring new places. Coffee enthusiast and lifelong learner. Sharing moments of inspiration and creativity. #LifeAdventures",,@WavesAndWhispers,,Just witnessed a stunning sunrise over the city. Moments like these remind me to appreciate the simple beauty around us.  #GoodMorning #SimplePleasures,,,,"Hamburg, Germany",
1938,male,,"Explorer of culture and ideas. Passionate about technology, food, and travel. Always seeking the next adventure and a good conversation.",,@UrbanExplorerHK,,Just finished a long day and ready to unwind with some good books. Seeking balance in the midst of busyness. What’s your favorite way to relax?,,,,"Hong Kong, China",
1939,female,,Coffee enthusiast | Book lover | Nature explorer | Passionate about music and art | Always seeking new adventures and stories to tell,,@CelticWhimsy,,Just finished a thought-provoking book that has completely shifted my perspective. Looking forward to starting a new one this weekend. Anyone have recommendations?,,,,"Glasgow, UK",
